"string","tonguetwister-65_0",,,,,,"=IF(F68="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-66_0",,,,,,"=IF(F69="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-67_0",,,,,,"=IF(F70="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-68_0",,,,,,"=IF(F71="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-69_0",,,,,,"=IF(F72="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-70_0",,,,,,"=IF(F73="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-71_0",,,,,,"=IF(F74="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-72_0",,,,,,"=IF(F75="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-73_0",,,,,,"=IF(F76="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-74_0",,,,,,"=IF(F77="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-75_0",,,,,,"=IF(F78="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-76_0",,,,,,"=IF(F79="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-77_0",,,,,,"=IF(F80="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-78_0",,,,,,"=IF(F81="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-79_0",,,,,,"=IF(F82="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-80_0",,,,,,"=IF(F83="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-81_0",,,,,,"=IF(F84="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-82_0",,,,,,"=IF(F85="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-83_0",,,,,,"=IF(F86="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-84_0",,,,,,"=IF(F87="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-85_0",,,,,,"=IF(F88="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-86_0",,,,,,"=IF(F89="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-87_0",,,,,,"=IF(F90="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-88_0",,,,,,"=IF(F91="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-89_0",,,,,,"=IF(F92="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-90_0",,,,,,"=IF(F93="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-91_0",,,,,,"=IF(F94="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-92_0",,,,,,"=IF(F95="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-93_0",,,,,,"=IF(F96="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-94_0",,,,,,"=IF(F97="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-95_0",,,,,,"=IF(F98="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-96_0",,,,,,"=IF(F99="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-97_0",,,,,,"=IF(F100="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-98_0",,,,,,"=IF(F101="""", ""UNTRANSLATED"", """")",
"string","tonguetwister-99_0",,,,,,"=IF(F102="""", ""UNTRANSLATED"", """")",
"string","syscard-error-0_0",,,,,,"=IF(F103="""", ""UNTRANSLATED"", """")",
"string","syscard-error-1_0",,,,,,"=IF(F104="""", ""UNTRANSLATED"", """")",
"string","syscard-error-2_0",,,,,,"=IF(F105="""", ""UNTRANSLATED"", """")",
"string","syscard-error-3_0",,,,,,"=IF(F106="""", ""UNTRANSLATED"", """")",
"string","syscard-error-4_0",,,,,,"=IF(F107="""", ""UNTRANSLATED"", """")",
"string","syscard-error-5_0",,,,,,"=IF(F108="""", ""UNTRANSLATED"", """")",
"string","syscard-error-6_0",,,,,,"=IF(F109="""", ""UNTRANSLATED"", """")",
"string","syscard-error-7_0",,,,,,"=IF(F110="""", ""UNTRANSLATED"", """")",
"string","syscard-error-8_0",,,,,,"=IF(F111="""", ""UNTRANSLATED"", """")",
"string","syscard-error-9_0",,,,,,"=IF(F112="""", ""UNTRANSLATED"", """")",
"string","syscard-error-10_0",,,,,,"=IF(F113="""", ""UNTRANSLATED"", """")",
"string","syscard-error-11_0",,,,,,"=IF(F114="""", ""UNTRANSLATED"", """")",
"string","syscard-error-12_0",,,,,,"=IF(F115="""", ""UNTRANSLATED"", """")",
"string","syscard-error-13_0",,,,,,"=IF(F116="""", ""UNTRANSLATED"", """")",
"string","syscard-error-14_0",,,,,,"=IF(F117="""", ""UNTRANSLATED"", """")",
"string","syscard-error-15_0",,,,,,"=IF(F118="""", ""UNTRANSLATED"", """")",
"string","syscard-error-16_0",,,,,,"=IF(F119="""", ""UNTRANSLATED"", """")",
"string","syscard-error-17_0",,,,,,"=IF(F120="""", ""UNTRANSLATED"", """")",
"string","syscard-error-18_0",,,,,,"=IF(F121="""", ""UNTRANSLATED"", """")",
"string","syscard-error-19_0",,,,,,"=IF(F122="""", ""UNTRANSLATED"", """")",
"string","syscard-error-20_0",,,,,,"=IF(F123="""", ""UNTRANSLATED"", """")",
"string","syscard-error-21_0",,,,,,"=IF(F124="""", ""UNTRANSLATED"", """")",
"string","syscard-error-22_0",,,,,,"=IF(F125="""", ""UNTRANSLATED"", """")",
"string","syscard-error-23_0",,,,,,"=IF(F126="""", ""UNTRANSLATED"", """")",
"string","syscard-error-24_0",,,,,,"=IF(F127="""", ""UNTRANSLATED"", """")",
"string","syscard-error-25_0",,,,,,"=IF(F128="""", ""UNTRANSLATED"", """")",
"string","syscard-error-26_0",,,,,,"=IF(F129="""", ""UNTRANSLATED"", """")",
"string","syscard-error-27_0",,,,,,"=IF(F130="""", ""UNTRANSLATED"", """")",
"string","syscard-error-28_0",,,,,,"=IF(F131="""", ""UNTRANSLATED"", """")",
"string","syscard-error-29_0",,,,,,"=IF(F132="""", ""UNTRANSLATED"", """")",
