"string","area-0x2D6-0x68F5_7","=T(C12)","=T(D2)","ふ～ん。\n
もっと勉強しなきゃね。",,,"=IF(F17="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6960_2","=T(C12)","=T(D2)","ねぇねぇメイちゃん。\n
ちょっと歩きまわってみようよ！",,,"=IF(F18="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6990_1","=T(C13)","=T(D2)","それじゃぁですね、メイ。\n
\c<$0B>十字キー\c<$0F>を押した方向に\c<$0B>歩けます\c<$0F>で
す。",,,"=IF(F19="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6990_3","=T(C13)","=T(D2)","それから‥人に接触している
時に、\c<$0B>[I]ボタン\c<$0F>を押せばですね。\n
その人に\c<$0B>話しかける\c<$0F>事ができます。",,,"=IF(F20="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6990_5","=T(C13)","=T(D2)","気になる場所を\c<$0B>調べたい\c<$0F>って
思った時も、その場所の前に立って\c<$0B>
[I]ボタン\c<$0F>を押してくださいです。",,,"=IF(F21="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6990_7","=T(C13)","=T(D2)","え、え～と、あとですね‥‥\c<$0B>
[II]ボタン\c<$0F>を押せば\c<$0B>コマンド\c<$0F>が表示さ
れます。",,,"=IF(F22="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6990_9","=T(C13)","=T(D2)","\c<$0B>十字キー\c<$0F>でコマンドを選んで
からですね、\c<$0B>[I]ボタン\c<$0F>を押してくだ
さいです。",,,"=IF(F23="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6AF6_1","=T(C8)","=T(D2)","　\s<$01>[2x]おい！[1x]\s<$02>\n
\n
あまり勝手に動きまわるな。",,,"=IF(F24="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6B28_1","笹木「","=T(D2)","いよいよ降ってきましたね‥\n",,,"=IF(F25="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6B28_3","=T(C8)","=T(D2)","白木、部屋に案内してくれ。\n
下見に来た事があるのは、お前だけ
なんだからな。",,,"=IF(F26="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6B28_5","=T(C6)","=T(D2)","は、はい。",,,"=IF(F27="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6BA7_1","=T(C6)","=T(D2)","え～、こちらです。\n
ついてきてください。",,,"=IF(F28="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6BDA_1","=T(C4)","=T(D2)","ふん！\n
趣味の悪い洋館ね。",,,"=IF(F29="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6BDA_3","=T(C4)","=T(D2)","ずいぶん古いみたいだけど、
崩れたりしないでしょうね。",,,"=IF(F30="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6C37_1","=T(C4)","=T(D2)","は～ぁ。\n
かんなは気絶するし、雨は降りそう
だし、トロいスタッフは遅れるし‥",,,"=IF(F31="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6C37_3","=T(C4)","=T(D2)","ったく、こんな撮影なんて来
るんじゃなかったわ。",,,"=IF(F32="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6CAA_1","=T(C13)","=T(D2)","ゆうこ‥。くるしくないです
か？",,,"=IF(F33="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6CAA_3","=T(C3)","=T(D2)","う～、スタッフのみんなが重
い機材を持ってるからってのは、分
かるんだけど‥。",,,"=IF(F34="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6CAA_5","=T(C3)","=T(D2)","女性の優子さんに、気絶した
かんなを運ばせるなんて‥‥。",,,"=IF(F35="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6CAA_7","=T(C5)","=T(D2)","うふふ、心配してくれてあり
がと。でも大丈夫。",,,"=IF(F36="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6CAA_9","=T(C5)","=T(D2)","私から言い出した事だし‥、
こう見えても力はあるのよ。",,,"=IF(F37="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6D9B_1","=T(C5)","=T(D2)","うふふ、心配してくれてあり
がと。でも大丈夫。","=T(F36)","DUPE: F36",,
"string","area-0x2D6-0x6D9B_3","=T(C5)","=T(D2)","私から言い出した事だし‥、
こう見えても力はあるのよ。","=T(F37)","DUPE: F37",,
"string","area-0x2D6-0x6E05_1","=T(C8)","=T(D2)","どうした？\n
あんまり勝手に動きまわるなよ。",,,"=IF(F40="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6E3A_1","=T(C25)","=T(D2)","‥‥‥ふ～ん。\n
ウワサに違わぬ雰囲気。",,,"=IF(F41="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6E3A_3","=T(C25)","=T(D2)","ところで、",,,"=IF(F42="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6E3A_7",,,"知ってますか？",,,"=IF(F43="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6E3A_9","=T(C25)","=T(D2)","この屋敷で‥２０年前に何が
起こったか‥‥‥。",,,"=IF(F44="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6EC8_1","=T(C4)","=T(D2)","あ・の・ね、笹木さん。\n
いいかげんな事を言わないで！\n
ったく、不謹慎なんだから。",,,"=IF(F45="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6EC8_3","=T(C12)","=T(D2)","ぶ～、態度わっる～い！",,,"=IF(F46="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6EC8_5","=T(C25)","=T(D2)","い、いいんですよ。\n
気にしてませんから。",,,"=IF(F47="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6F52_1","=T(C3)","=T(D2)","ねぇ、それでさ。\n
一体、何があったの？",,,"=IF(F48="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6F52_3","=T(C25)","=T(D2)","いやぁ、後で教えてさしあげ
ますよ。楽しみにしててください。
くっくく‥‥。",,,"=IF(F49="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6FBC_1","篠田「","=T(D2)","‥‥‥‥‥‥‥‥‥‥‥‥‥",,,"=IF(F50="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6FDC_1","=T(C6)","=T(D2)","はぁ～、困った事になりまし
た‥‥。",,,"=IF(F51="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x6FDC_3","=T(C6)","=T(D2)","まさか、こんな事で撮影の予
定が狂ってしまうなんて‥はぁぁ。",,,"=IF(F52="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7042_1","=T(C6)","=T(D2)","メイさんと綾華さんは、この
部屋を使ってください。",,,"=IF(F53="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7042_3","=T(C6)","=T(D2)","メインスタッフ達が着くまで
自由にしてくださって構いません。
それじゃ、失礼します。",,,"=IF(F54="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x70BD_1","=T(C12)","=T(D2)","やった!!自由時間だって。\n
ねぇねぇ、館の中を探険しようよ！",,,"=IF(F55="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7100_1","=T(C3)","=T(D2)","かんな？\n
気がついたんだね。よかった。",,,"=IF(F56="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7100_3","=T(C2)","=T(D2)","ごめんね。\n
迷惑かけちゃったけど‥でも、もう
大丈夫だから。",,,"=IF(F57="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7161_1","=T(C25)","=T(D2)","おや。\n
メイさん達もいかがですか？",,,"=IF(F58="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7161_3","=T(C25)","=T(D2)","ジュースならたくさんありま
すから、遠慮なく飲んでください。",,,"=IF(F59="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x71C4_1",,,"もらう\n
もらわない",,,"=IF(F60="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x71D1_1","=T(C3)","=T(D2)","あ、いただきます。",,,"=IF(F61="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x71D1_3","=T(C25)","=T(D2)","はい、どうぞ。",,,"=IF(F62="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x71D1_5","=T(C25)","=T(D2)","咽が乾いたら、いつでも言っ
てください。\n
それじゃ、失礼します。",,,"=IF(F63="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x724E_1","=T(C3)","=T(D2)","ありがとうございます。\n
でも、今は結構ですから‥。",,,"=IF(F64="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x724E_3","=T(C25)","=T(D2)","そうですか。",,,"=IF(F65="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x724E_5","=T(C25)","=T(D2)","咽が乾いたら、いつでも言っ
てください。\n
それじゃ、失礼します。","=T(F63)","DUPE: F63",,
"string","area-0x2D6-0x72CB_1","=T(C5)","=T(D2)","ところで、これからどうする
つもりなの？",,,"=IF(F67="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x72CB_3","=T(C12)","=T(D2)","綾華達はねぇ、館の探険に行
くんだよ。",,,"=IF(F68="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x72CB_5","=T(C5)","=T(D2)","ふふ‥‥楽しそうね。\n
でも、気をつけた方がいいわ。\n
‥霊が騒ぎ出してるから。",,,"=IF(F69="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x72CB_7","=T(C4)","=T(D2)","は、霊ですって?!",,,"=IF(F70="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x72CB_9","=T(C4)","=T(D2)","いいかげんな事を言って、か
んなを恐がらせないでよ。\n
エセ霊能力者さん！",,,"=IF(F71="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x72CB_13","=T(C4)","=T(D2)","行きましょ、かんな。",,,"=IF(F72="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x73E6_1","=T(C5)","=T(D2)","ふぅ‥。\n
どうも嫌われちゃったみたいね。",,,"=IF(F73="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x73E6_3","=T(C5)","=T(D2)","でも‥本当に気をつけた方が
いいわよ。\n
何か‥嫌な事がおこる気がするの。",,,"=IF(F74="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7455_1","=T(C3)","=T(D2)","立派な鎧だね。\n
青いラインが気に入らないけど‥。",,,"=IF(F75="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7455_3","=T(C12)","=T(D2)","そぉかなぁ？\n
綾華はきれいだと思うけど。",,,"=IF(F76="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7455_5","=T(C12)","=T(D2)","この剣なんか、ほんとに切れ
そうだよ。",,,"=IF(F77="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x74D4_1",,,"鎧に触る\n
触らない",,,"=IF(F78="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x74E4_1","=T(C3)","=T(D2)","お化け屋敷なんかだとさ。\n
こんな鎧が、いきなり動き出すんだ
よね。",,,"=IF(F79="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x751E_1","=T(C3)","=T(D2)","　\s<$01>[3x]え？[1x]\s<$02>",,,"=IF(F80="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7538_1","=T(C3)","=T(D2)","な～んか、イヤな感じがする
よねぇ‥‥。",,,"=IF(F81="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7538_3","=T(C12)","=T(D2)","えぇ～？\n
考えすぎだよぉ。",,,"=IF(F82="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7583_1","=T(C12)","=T(D2)","えへへ～。\n
綾華、一度でいいから、こんな鎧を
見たかったんだぁ。",,,"=IF(F83="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7583_3","=T(C3)","=T(D2)","ちょ、ちょっと‥。\n
押さないでよ綾華。",,,"=IF(F84="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x75E4_1","=T(C12)","=T(D2)","あ！",,,"=IF(F85="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7657_1","=T(C3)","=T(D2)","うぅわ‥、剣を持ってる手が
こんな小さな止め金で支えられてる
んだ‥‥。",,,"=IF(F86="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7657_3","=T(C13)","=T(D2)","ぶつかったりしたら‥、え、
ええと‥と、とめが\s<$1E>ね\s<$02>が\s<$0A>は\s<$02>ずれちゃ
いますです。",,,"=IF(F87="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7657_5","=T(C12)","=T(D2)","この剣、刃がついてるんだも
ん！\n
切られたら死んじゃうよ!!",,,"=IF(F88="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7706_1","=T(C12)","=T(D2)","わぁ‥オルゴールだぁ。\n
こんなに古いのが、よく動くねぇ。",,,"=IF(F89="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7706_3","=T(C5)","=T(D2)","そうね。\n
それにしてもきれいな音色‥。\n
なんか懐かしいわね。",,,"=IF(F90="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7788_1","=T(C5)","=T(D2)","幽霊？\n
ううん、私は見てないわ‥。",,,"=IF(F91="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7788_3","=T(C5)","=T(D2)","‥‥オルゴールに夢中だった
し、何も感じなかったわね。",,,"=IF(F92="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x77F0_1","=T(C4)","=T(D2)","なかなか立派なお屋敷だけど
‥長く放置されて、ところどころが
傷んでるみたいね。",,,"=IF(F93="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x783C_1","=T(C4)","=T(D2)","それにしても暗いわね。\n
ったく、電気もつかないのかしら！",,,"=IF(F94="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7878_1","=T(C3)","=T(D2)","どうしたの。\n
外に何かあるの？",,,"=IF(F95="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7878_3","=T(C2)","=T(D2)","うん‥篠田さん達が、作業
してるの。",,,"=IF(F96="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7878_5","=T(C2)","=T(D2)","こんな雨の中なのに、風邪
をひかなければいいんだけど‥。",,,"=IF(F97="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x78F8_1","=T(C12)","=T(D2)","うっひゃぁ!!\n
すっごい雨だよぉ。",,,"=IF(F98="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x78F8_3","=T(C3)","=T(D2)","沢田さん達は大変だね。",,,"=IF(F99="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x78F8_7","=T(C12)","=T(D2)","ね、ね、もう中に入ろうよ。",,,"=IF(F100="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7967_1","=T(C12)","=T(D2)","この部屋‥なんか変な匂いが
するよぉ？",,,"=IF(F101="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7967_3","=T(C3)","=T(D2)","石油か何かの匂いみたい‥。
頭が痛くなりそうだよ。",,,"=IF(F102="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x79C1_1","=T(C13)","=T(D2)","ちいさなドラムかんがあるで
す。",,,"=IF(F103="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x79C1_3","=T(C3)","=T(D2)","小さなドラム缶？\n
変な言葉だねぇ。",,,"=IF(F104="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x79C1_7","=T(C3)","=T(D2)","え～と‥軽油、みたいだね。
何かの燃料だったんじゃない？",,,"=IF(F105="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7A48_1","=T(C13)","=T(D2)","ちいさなドラムかんがあるで
す。","=T(F103)","DUPE: F103",,
"string","area-0x2D6-0x7A48_3","=T(C3)","=T(D2)","小さなドラム缶？\n
変な言葉だねぇ。","=T(F104)","DUPE: F104",,
"string","area-0x2D6-0x7A48_7","=T(C3)","=T(D2)","え～と‥‥軽油、みたい‥！
これがあれば発電機が動くかもね。",,,"=IF(F108="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7AD2_1","=T(C3)","=T(D2)","あったあった。\n
この軽油があれば、あの発電機を動
かせるんじゃない？",,,"=IF(F109="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7B1A_1","=T(C3)","=T(D2)","これは‥‥？",,,"=IF(F110="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7B1A_3","=T(C13)","=T(D2)","ボイラーみたいですね。",,,"=IF(F111="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7B1A_7","=T(C3)","=T(D2)","そりゃ分かるけど‥‥おおが
かり過ぎない？",,,"=IF(F112="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7B1A_11","=T(C3)","=T(D2)","お湯を沸かしたり暖房に使う
としても、こんな大きなボイラーが
必要だとは思えないんだけど。",,,"=IF(F113="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7BC9_1",,,"ボイラーを調べる\n
かまを開ける\n
やめる",,,"=IF(F114="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7BE3_1","=T(C3)","=T(D2)","それにしても、大きすぎるよ
ね‥。\n
発電機でも兼ねているのかな？",,,"=IF(F115="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7C17_1","=T(C3)","=T(D2)","それにしても大きなかまだね
‥よいしょっ、と。",,,"=IF(F116="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7C3F_2","=T(C3)","=T(D2)","？何だろう、この白い石‥。",,,"=IF(F117="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7C3F_4","=T(C13)","=T(D2)","ホネですよ。",,,"=IF(F118="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7C3F_6","=T(C3)","=T(D2)","　\s<$01>[2x]骨ぇ?!何の？[1x]\s<$02>\n
\n",,,"=IF(F119="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7C3F_8","=T(C13)","=T(D2)","それは‥わかんないですぅ。",,,"=IF(F120="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7CB7_1","=T(C3)","=T(D2)","これ以上は、持って行く必要
はないよね。",,,"=IF(F121="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7CEB_3","=T(C3)","=T(D2)","なんだって骨があるんだろ？",,,"=IF(F122="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7D28_1","=T(C3)","=T(D2)","鍵がかかってるね。\n
このドアは開かないよ。",,,"=IF(F123="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7E0B_1","=T(C3)","=T(D2)","うぅわ‥、剣を持ってる手が
こんな小さな止め金で支えられてる
んだ‥‥。","=T(F86)","DUPE: F86",,
"string","area-0x2D6-0x7E4F_1","=T(C3)","=T(D2)","沢田さん達は大変だね。","=T(F99)","DUPE: F99",,
"string","area-0x2D6-0x7E4F_3","=T(C12)","=T(D2)","ね、ね、もう中に入ろうよ。","=T(F100)","DUPE: F100",,
"string","area-0x2D6-0x7E99_1","=T(C4)","=T(D2)","かんな?!",,,"=IF(F127="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7EB0_1","=T(C3)","=T(D2)","しっかし汚いトイレだねぇ。
まぁ、だれも掃除なんてしてなかっ
たんだから当然だろうけど‥。",,,"=IF(F128="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7EFB_1","=T(C3)","=T(D2)","物置みたいだね。",,,"=IF(F129="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7F20_1","=T(C3)","=T(D2)","欄干の木が腐りかけてるよ。
危ないから、うかつに手をかけない
方がよさそうだね。",,,"=IF(F130="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7F68_1","=T(C3)","=T(D2)","素子が、ダーツ得意だったな
んて知らなかったなぁ。",,,"=IF(F131="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7FA1_0",,,"\n
　　\c<$09>軽油を手に入れました。",,,"=IF(F132="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7FB9_1","=T(C3)","=T(D2)","‥‥‥‥‥。",,,"=IF(F133="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7FB9_3","=T(C13)","=T(D2)","どうしました？",,,"=IF(F134="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x7FB9_5","=T(C3)","=T(D2)","な～んか、イヤな感じがする
よねぇ‥‥。","=T(F81)","DUPE: F81",,
"string","area-0x2D6-0x8009_1",,,"セーブ　　　　　人物\n
設定　　　　　　コマンド終了\n",,,"=IF(F136="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x8031_1",,,"セーブしました。",,,"=IF(F137="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x8063_1",,,"ナビ　　　綾華　　　かんな\n
素子　　　優子　　　沢田\n
笹木　　　白木　　　篠田",,,"=IF(F138="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x80AF_1",,,"ナビ\n
ＭＥＣ社から発売される人工知性体\n
この姿はホログラム映像なんだよ。",,,"=IF(F139="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x80F7_1",,,"立花　綾華（たちばな　あやか）\n
ボクと同じ事務所の女優。１４歳。\n
子供な所が、また可愛いんだよねぇ",,,"=IF(F140="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x8151_1",,,"三原　かんな（みはら　かんな）\n
１５歳。女優としては大人しすぎる\n
感じがするね。色気はあるけど。",,,"=IF(F141="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x81A4_1",,,"柳　素子（やなぎ　もとこ）\n
１６歳の女優。すっごくキツイ性格\n
してる。ボクは好きじゃないなぁ。",,,"=IF(F142="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x81F5_1",,,"幻条　優子（げんじょう　ゆうこ）
２７歳の霊能タレント。霊能力の話
はともかく、きれいな人だよねぇ。",,,"=IF(F143="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x824A_1",,,"沢田　重樹（さわだ　しげき）\n
カメラさん。これでも２７歳。\n
仕事にはキビしい人みたい。",,,"=IF(F144="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x8297_1",,,"笹木　忠雄（ささき　ただお）\n
雑務担当の２２歳。一流大学の黒ミ\n
サ同好会出身だってウワサ。",,,"=IF(F145="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x82F0_1",,,"白木　厚志（しらき　あつし）\n
２４歳のアシスタントディレクター\n
なんか、頼りない人だよねぇ。",,,"=IF(F146="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x833F_1",,,"篠田　正次（しのだ　しょうじ）\n
照明担当の２５歳。無口で、愛想の\n
悪い人だよねぇ…。",,,"=IF(F147="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x839B_1",,,"白の台本　",,,"=IF(F148="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x83A8_1",,,"赤の台本　",,,"=IF(F149="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x83B4_1",,,"青の台本　　",,,"=IF(F150="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x83C0_1",,,"緑の台本　",,,"=IF(F151="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x83CC_1",,,"黒の台本　",,,"=IF(F152="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x83D8_2",,,"セーブしない",,,"=IF(F153="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x83E4_1",,,"セーブできませんでした。",,,"=IF(F154="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x83F7_1",,,"バストアップ　　ＯＮ　ＯＦＦ\n
音声　　　　　　ＯＮ　ＯＦＦ",,,"=IF(F155="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x91B0_1","=T(C3)","=T(D2)","これ、発電機だよね。\n
これが動けば、電灯がつくんじゃな
い？",,,"=IF(F156="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x91EE_1",,,"発電機を調べる\n
発電機を動かす\n
やめる",,,"=IF(F157="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x920D_1","=T(C3)","=T(D2)","一応、動いてはいるけど‥。
なんか頼りないなぁ。",,,"=IF(F158="""", ""UNTRANSLATED"", """")",
"string","area-0x2D6-0x9243_1","=T(C3)","=T(D2)","小型の発電機みたい。\n
燃料は‥‥、軽油を使ってるみたい
だね。",,,"=IF(F159="""", ""UNTRANSLATED"", """")",
